address,area,date,demanded_price,final_price,monthly_fee,operating_cost,price_per_squaremeter,room_number,title,url,year_of_construction
Luxgatan 7,30,2021-01-13,2350000,2550000,1733,6096,85000,1 rum,"Luxgatan 7 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-7-1313676,1937
"Primusgatan 108, 6/6 tr",101,2021-01-10,11400000,11400000,5887,5540,112871,4 rum,"Primusgatan 108, 6/6 tr - Såld bostadsrättslägenhet - Kungsholmen / Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-108,-6-6-tr-1312380",1935
"Strålgatan 47, 3 tr",31,2021-01-08,2595000,2875000,2471,3200,92742,2 rum,"Strålgatan 47, 3 tr  - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-47,-3-tr-1312152",1939
Disponentgatan 1,46,2021-01-08,3550000,3550000,3003,12979,77174,"2,5 rum","Disponentgatan 1 - Såld bostadsrättslägenhet - Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2,5rum-lilla-essingen-stockholms-kommun-disponentgatan-1-1312061",1935
Essinge Brogata 12,0,2021-01-08,2495000,2900000,2162,4200,84058,2 rum,"Essinge Brogata 12 - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-12-1311880,1934
"Essinge Brogata 39, 2 tr",23,2020-12-14,1895000,2205000,1787,3600,95870,1 rum,"Essinge Brogata 39, 2 tr  - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39,-2-tr-1305647",1938
Strålgatan 47,40,2020-12-11,2595000,2850000,2957,4860,71250,2 rum,"Strålgatan 47 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-47-1302841,1939
"Patentgatan 1, 3tr",69,2020-12-04,5995000,6400000,3778,7200,92754,3 rum,"Patentgatan 1, 3tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-patentgatan-1,-3tr-1299622",2006
"Primusgatan 82, 6tr",0,2020-12-03,8495000,8495000,4828,7800,100533,3 rum,"Primusgatan 82, 6tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-primusgatan-82,-6tr-1299073",2004
"Primusgatan 81, vån 4",96,2020-12-01,8495000,9250000,4793,6860,96354,4 rum,"Primusgatan 81, vån 4 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-4rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-81,-van-4-1298651",2004
"Strålgatan 23, 4 tr",33,2020-12-01,2650000,2900000,2362,4000,87879,2 rum,"Strålgatan 23, 4 tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-23,-4-tr-1298222",1938
"Essinge Brogata 39, 1 tr",38,2020-12-01,2595000,2800000,2548,4100,73684,"1,5 rum","Essinge Brogata 39, 1 tr  - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39,-1-tr-1298221",1938
Essinge Brogata 22,19,2020-11-27,1795000,2150000,1397,3600,113158,1 rum,"Essinge Brogata 22  - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-22-1296724,1939
Primusgatan 62,69,2020-11-26,4695000,5150000,4507,5900,74638,3 rum,"Primusgatan 62 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-62-1295517,2007
Disponentgatan 1,36,2020-11-25,2895000,3450000,2435,0,95833,2 rum,"Disponentgatan 1 - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-disponentgatan-1-1294792,0
Strålgatan 21,24,2020-11-24,1895000,2000000,1803,5200,83333,1 rum,"Strålgatan 21 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, STOCKHOLM - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21-1294244,1938
"Luxgatan 7, vån 2",54,2020-11-24,4795000,5300000,3142,5800,98148,2 rum,"Luxgatan 7, vån 2 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-7,-van-2-1294198",1937
"Strålgatan 19, 1tr",23,2020-11-24,2290000,2650000,1384,1400,115217,1 rum,"Strålgatan 19, 1tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-stralgatan-19,-1tr-1294028",1938
"Disponentgatan 1, 2tr",74,2020-11-23,5995000,5900000,4455,7300,79730,"3,5 rum","Disponentgatan 1, 2tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3,5rum-lilla-essingen-stockholms-kommun-disponentgatan-1,-2tr-1294578",1935
Luxgatan 11,40,2020-11-20,2895000,2930000,2003,9600,73250,2 rum,"Luxgatan 11 - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-11-1292188,1936
Essinge Brogata 20,41,2020-11-19,2895000,3280000,2325,4810,80000,2 rum,"Essinge Brogata 20 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-20-1291983,1939
"Strålgatan 8, 5 tr",35,2020-11-19,2895000,3270000,2439,6100,93429,2 rum,"Strålgatan 8, 5 tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-8,-5-tr-1291977",1938
"Strålgatan 19, 2tr",32,2020-11-11,2690000,3015000,1984,2640,94219,"1,5 rum","Strålgatan 19, 2tr - Såld bostadsrättslägenhet - Kungsholmen  - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-19,-2tr-1287084",1938
"Primusgatan 70, 1tr",60,2020-11-10,5195000,5050000,3787,6800,84167,2 rum,"Primusgatan 70, 1tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-70,-1tr-1286259",2004
"Primusgatan 94, 7tr",0,2020-11-06,6495000,7000000,3536,5100,108527,2 rum,"Primusgatan 94, 7tr - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-94,-7tr-1284179",2003
"Essinge brogata 18, vån 4",0,2020-11-05,4850000,5720000,4452,5900,72866,"3,5 rum","Essinge brogata 18, vån 4 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3,5rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-18,-van-4-1283705",1939
"Primusgatan 70, 1tr",0,2020-11-04,6295000,6300000,4279,6700,86897,2 rum,"Primusgatan 70, 1tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-70,-1tr-1282577",2004
"Essinge Brogata 12, 4tr",0,2020-11-03,2495000,3050000,2162,0,88406,2 rum,"Essinge Brogata 12, 4tr - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-12,-4tr-1282272",0
"Primusgatan 88, vån 4",56,2020-11-03,3750000,4860000,3233,4860,86786,2 rum,"Primusgatan 88, vån 4 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-88,-van-4-1282198",2003
"Strålgatan 8, vån 6",23,2020-10-29,1995000,2450000,1603,2400,106522,1 rum,"Strålgatan 8, vån 6 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-8,-van-6-1279899",1940
"Strålgatan 19, vån 3",40,2020-10-29,2850000,3400000,2464,2500,85000,1 rum,"Strålgatan 19, vån 3 - Såld bostadsrättslägenhet - Kungsholmen Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-19,-van-3-1279755",1938
"Luxgatan 11, 4 tr",42,2020-10-29,3250000,3600000,2334,2500,85714,2 rum,"Luxgatan 11, 4 tr - Såld bostadsrättslägenhet - Kungsholmen Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-luxgatan-11,-4-tr-1279620",1936
Essinge Brogata 3,43,2020-10-28,2895000,3520000,2458,6100,81860,2 rum,"Essinge Brogata 3 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-3-1279149,1938
"Luxgatan 6, 1,5 tr",50,2020-10-28,3495000,3800000,2079,3900,76000,2 rum,"Luxgatan 6, 1,5 tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-6,-1,5-tr-1279177",1935
Essinge Brogata 23,48,2020-10-26,3195000,3670000,2896,3500,76458,2 rum,"Essinge Brogata 23 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-23-1277532,1936
Strålgatan 33,39,2020-10-26,2595000,3050000,2406,7600,78205,"1,5 rum","Strålgatan 33 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-33-1277486",1939
"Luxgatan 19, 3tr",0,2020-10-26,8195000,8360000,4856,5400,85744,4 rum,"Luxgatan 19, 3tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-4rum-lilla-essingen-stockholms-kommun-luxgatan-19,-3tr-1277165",2006
"Disponentgatan 4, 5 tr",56,2020-10-24,4195000,5100000,3063,3600,91071,2 rum,"Disponentgatan 4, 5 tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-disponentgatan-4,-5-tr-1276882",1939
Essinge Brogata 3,91,2020-10-23,5975000,6850000,4314,4200,75275,4 rum,"Essinge Brogata 3 - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-4rum-lilla-essingen-stockholms-kommun-essinge-brogata-3-1276171,1937
Essinge Brogata 22,45,2020-10-21,2700000,2650000,3307,7400,58889,2 rum,"Essinge Brogata 22 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-22-1274659,1938
"Luxgatan 15, 4tr",0,2020-10-21,5995000,6300000,3445,5900,102439,2 rum,"Luxgatan 15, 4tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-15,-4tr-1274332",1909
Strålgatan 23,29,2020-10-20,2250000,2620000,2113,3620,90345,1 rum,"Strålgatan 23 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-23-1273665,1939
"Essinge Brogata 27, vån 5/5",41,2020-10-20,2895000,3200000,2461,3620,78049,2 rum,"Essinge Brogata 27, vån 5/5 - Såld bostadsrättslägenhet - Lilla Essingen / Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-27,-van-5-5-1273607",1938
"Essinge Brogata 39, ½ tr",48,2020-10-16,2650000,2730000,2648,0,56875,2 rum,"Essinge Brogata 39, ½ tr - Såld bostadsrättslägenhet - Kungsholmen Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-39,-tr-1271828",0
"Essinge Brogata 12, 5 tr",0,2020-10-16,6000000,6000000,4828,0,79470,2 rum,"Essinge Brogata 12, 5 tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-essinge-brogata-12,-5-tr-1304177",0
"Essinge brogata 27, vån 3",33,2020-10-15,2495000,2950000,2132,3629,89394,2 rum,"Essinge brogata 27, vån 3 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-27,-van-3-1271028",1938
"Primusgatan 86, 5tr",0,2020-10-15,9295000,9100000,4622,7200,97326,3 rum,"Primusgatan 86, 5tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-primusgatan-86,-5tr-1270700",2003
Disponentgatan 2,45,2020-10-14,2695000,3110000,1981,6400,69111,2 rum,"Disponentgatan 2 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-disponentgatan-2-1270442,1938
"Essinge Brogata 12, 5 tr",76,2020-10-14,4750000,6050000,4828,0,79605,3 rum,"Essinge Brogata 12, 5 tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-essinge-brogata-12,-5-tr-1270569",0
"Essinge Brogata 5, 3 tr.",33,2020-10-14,2695000,3100000,2026,4860,93939,2 rum,"Essinge Brogata 5, 3 tr. - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-5,-3-tr,-1270547",1938
"Essinge brogata 3, 4tr",43,2020-10-14,2995000,3350000,2508,3200,77907,2 rum,"Essinge brogata 3, 4tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-essinge-brogata-3,-4tr-1270308",1938
"Primusgatan 51, 10tr",60,2020-10-14,4995000,5500000,3594,7300,91667,2 rum,"Primusgatan 51, 10tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-51,-10tr-1269838",2005
"Primusgatan 87, 3tr",72,2020-10-13,5695000,6550000,4183,10400,90972,3 rum,"Primusgatan 87, 3tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-primusgatan-87,-3tr-1269243",2006
Essinge Brogata 5,66,2020-10-09,3995000,5300000,3565,4860,80303,3 rum,"Essinge Brogata 5 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-5-1267597,1938
Strålgatan 8,83,2020-10-07,6495000,7350000,5784,5900,88554,3 rum,"Strålgatan 8 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-8-1265850,1940
Primusgatan 86,63,2020-10-07,5295000,5900000,3479,3400,93651,2 rum,"Primusgatan 86 - Såld bostadsrättslägenhet - Lilla Essingen, STOCKHOLM - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-86-1265837,2003
"Primusgatan 91, 3 tr",62,2020-10-06,4495000,4900000,3727,4400,79032,2 rum,"Primusgatan 91, 3 tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-91,-3-tr-1265312",2006
"Strålgatan 21, 2 tr",28,2020-10-06,2195000,2600000,2051,3800,92857,"1,5 rum","Strålgatan 21, 2 tr  - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21,-2-tr-1265281",1938
Essinge brogata 23,40,2020-10-05,2795000,3300000,2435,4860,82500,2 rum,"Essinge brogata 23 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-23-1264014,1936
"Essinge Brogata 39, vån 4/4",23,2020-10-02,1950000,2162500,1888,3600,94022,1 rum,"Essinge Brogata 39, vån 4/4 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39,-van-4-4-1263537",1938
Essinge Brogata 23,31,2020-10-02,2395000,2900000,1867,4860,93548,"1,5 rum","Essinge Brogata 23 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-23-1263381",1936
"Luxgatan 21, vån 5",0,2020-10-02,3995000,4750000,3337,4860,81197,2 rum,"Luxgatan 21, vån 5 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-21,-van-5-1263288",2005
"Primusgatan 78, 6tr",0,2020-09-30,9995000,10500000,6015,6000,93333,4 rum,"Primusgatan 78, 6tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-4rum-lilla-essingen-stockholms-kommun-primusgatan-78,-6tr-1261329",2004
Essinge Brogata 22,35,2020-09-29,2595000,2910000,2579,3620,83143,2 rum,"Essinge Brogata 22 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-22-1260565,1939
Luxgatan 7,36,2020-09-29,2875000,3450000,2091,0,95833,"1,5 rum","Luxgatan 7 - Såld bostadsrättslägenhet - Stockholm, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-stockholm-stockholms-kommun-luxgatan-7-1260498",0
Primusgatan 91,62,2020-09-29,5310000,5310000,3727,5900,85645,3 rum,"Primusgatan 91 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-91-1260394,2007
"Primusgatan 96, 6tr",50,2020-09-29,4595000,5100000,2936,4056,102000,2 rum,"Primusgatan 96, 6tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-96,-6tr-1260288",2003
"Primusgatan 54, 4tr",60,2020-09-28,4495000,4775000,3594,6600,79583,3 rum,"Primusgatan 54, 4tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-primusgatan-54,-4tr-1259632",2005
"Primusgatan 77, 6tr",64,2020-09-25,6395000,6850000,3523,7800,107031,2 rum,"Primusgatan 77, 6tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-77,-6tr-1258634",2004
Primusgatan 64,78,2020-09-24,5495000,5950000,4979,5900,76282,3 rum,"Primusgatan 64 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-64-1310422,2007
"Strålgatan 19, 4 tr",33,2020-09-23,2690000,3200000,1984,2880,96970,2 rum,"Strålgatan 19, 4 tr - Såld bostadsrättslägenhet - Kungsholmen  - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-19,-4-tr-1257144",1938
"Disponentgatan 2, 4 tr",43,2020-09-23,2995000,3650000,1892,0,84884,2 rum,"Disponentgatan 2, 4 tr - Såld bostadsrättslägenhet - Kungsholmen/Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-disponentgatan-2,-4-tr-1256900",0
"Essinge Brogata 22, 1 tr",31,2020-09-23,2345000,2675000,2288,6180,86290,2 rum,"Essinge Brogata 22, 1 tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-essinge-brogata-22,-1-tr-1256888",1938
"Strålgatan 47, 2 tr",32,2020-09-22,2495000,2710000,2829,6500,84688,"1,5 rum","Strålgatan 47, 2 tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-47,-2-tr-1256327",1939
"Primusgatan 96, 6tr",0,2020-09-19,8900000,8600000,4376,7200,99422,3 rum,"Primusgatan 96, 6tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-primusgatan-96,-6tr-1254908",2003
Primusgatan 96,50,2020-09-18,4295000,4700000,2955,4056,94000,2 rum,"Primusgatan 96 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-96,-2tr-1253907",2003
"Essinge Brogata 22, 2 tr",24,2020-09-18,1895000,2175000,1777,0,90625,1 rum,"Essinge Brogata 22, 2 tr - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-22,-2-tr-1253828",0
Essinge brogata 3,90,2020-09-17,5800000,6200000,4314,7500,68889,3 rum,"Essinge brogata 3 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-3-1253646,1938
Primusgatan 51,60,2020-09-17,5025000,5025000,3594,5200,83750,3 rum,"Primusgatan 51 - Såld bostadsrättslägenhet - Kungsholmen / Lilla Essingen, STOCKHOLM - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-51-1273478,2004
Strålgatan 21,39,2020-09-17,2595000,2595000,2735,0,66538,2 rum,"Strålgatan 21 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21-1253507,0
Disponentgatan 1,35,2020-09-16,2795000,3100000,2435,0,88571,2 rum,"Disponentgatan 1 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, STOCKHOLM - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-disponentgatan-1-1252718,0
